stat_id,match_id,player_id,team_id,minutes_played,points,rebounds,assists,steals,blocks,turnovers,fg_made,fg_attempted,three_made,three_attempted,ft_made,ft_attempted,efficiency,goals,shots,shots_on_target,passes,pass_accuracy,tackles,interceptions,yellow_cards,red_cards,fouls,saves,rating,sets_played,attacks,attack_kills,serves,serve_aces,digs,receptions,reception_efficiency,errors,games_played,points_won,points_lost,smash_winners,net_shots,service_aces,unforced_errors,longest_rally,win_rate
S001664,M00163,P0193,T012,45.0,,,1.0,,,,,,,,,,,1.0,6.0,4.0,39.0,66.0,7.0,3.0,0.0,0.0,5.0,0.0,5.9,,,,,,,,,,,,,,,,,,
S001665,M00163,P0170,T012,67.0,,,2.0,,,,,,,,,,,3.0,3.0,0.0,46.0,79.0,1.0,1.0,1.0,0.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,
S001666,M00163,P0197,T013,69.0,,,0.0,,,,,,,,,,,2.0,6.0,4.0,39.0,85.0,7.0,3.0,2.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,
S001667,M00163,P0207,T013,62.0,,,1.0,,,,,,,,,,,1.0,2.0,4.0,55.0,89.0,3.0,0.0,2.0,0.0,1.0,0.0,5.2,,,,,,,,,,,,,,,,,,
S001668,M00163,P0203,T013,59.0,,,1.0,,,,,,,,,,,1.0,4.0,3.0,57.0,88.0,5.0,3.0,1.0,1.0,2.0,1.0,8.5,,,,,,,,,,,,,,,,,,
S001669,M00163,P0212,T013,64.0,,,2.0,,,,,,,,,,,2.0,6.0,0.0,47.0,79.0,7.0,5.0,0.0,0.0,4.0,0.0,5.4,,,,,,,,,,,,,,,,,,
S001670,M00163,P0202,T013,67.0,,,0.0,,,,,,,,,,,3.0,6.0,2.0,28.0,70.0,7.0,0.0,1.0,0.0,4.0,0.0,9.0,,,,,,,,,,,,,,,,,,
S001671,M00163,P0216,T013,68.0,,,1.0,,,,,,,,,,,2.0,3.0,0.0,16.0,66.0,0.0,3.0,2.0,0.0,2.0,0.0,9.0,,,,,,,,,,,,,,,,,,
S001672,M00163,P0213,T013,68.0,,,2.0,,,,,,,,,,,2.0,5.0,2.0,36.0,81.0,7.0,1.0,2.0,0.0,3.0,0.0,5.7,,,,,,,,,,,,,,,,,,
S001673,M00163,P0205,T013,69.0,,,1.0,,,,,,,,,,,1.0,4.0,2.0,27.0,61.0,3.0,4.0,0.0,0.0,2.0,0.0,9.3,,,,,,,,,,,,,,,,,,
S001674,M00163,P0201,T013,69.0,,,2.0,,,,,,,,,,,2.0,3.0,0.0,37.0,84.0,2.0,5.0,2.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,
S001675,M00163,P0215,T013,53.0,,,2.0,,,,,,,,,,,3.0,3.0,0.0,49.0,88.0,7.0,3.0,1.0,0.0,3.0,0.0,5.2,,,,,,,,,,,,,,,,,,
S001676,M00163,P0210,T013,86.0,,,2.0,,,,,,,,,,,1.0,4.0,3.0,19.0,84.0,3.0,3.0,1.0,0.0,5.0,0.0,8.6,,,,,,,,,,,,,,,,,,
S001677,M00165,P0275,T015,53.0,,,0.0,,,,,,,,,,,3.0,1.0,0.0,36.0,94.0,2.0,2.0,0.0,0.0,1.0,0.0,8.1,,,,,,,,,,,,,,,,,,
S001678,M00165,P0260,T015,60.0,,,0.0,,,,,,,,,,,0.0,1.0,4.0,47.0,74.0,4.0,2.0,1.0,0.0,3.0,0.0,8.7,,,,,,,,,,,,,,,,,,
S001679,M00165,P0248,T015,46.0,,,2.0,,,,,,,,,,,3.0,2.0,1.0,53.0,60.0,6.0,4.0,1.0,0.0,1.0,0.0,6.5,,,,,,,,,,,,,,,,,,
S001680,M00165,P0267,T015,79.0,,,1.0,,,,,,,,,,,3.0,6.0,1.0,48.0,79.0,1.0,1.0,2.0,0.0,3.0,0.0,8.2,,,,,,,,,,,,,,,,,,
S001681,M00165,P0271,T015,48.0,,,1.0,,,,,,,,,,,0.0,6.0,2.0,26.0,93.0,8.0,2.0,1.0,0.0,2.0,0.0,6.1,,,,,,,,,,,,,,,,,,
S001682,M00165,P0273,T015,52.0,,,1.0,,,,,,,,,,,0.0,1.0,2.0,32.0,79.0,2.0,4.0,0.0,0.0,3.0,0.0,6.8,,,,,,,,,,,,,,,,,,
S001683,M00165,P0247,T015,64.0,,,1.0,,,,,,,,,,,1.0,2.0,0.0,40.0,95.0,6.0,4.0,2.0,0.0,3.0,0.0,7.4,,,,,,,,,,,,,,,,,,
S001684,M00165,P0274,T015,46.0,,,0.0,,,,,,,,,,,1.0,1.0,4.0,18.0,70.0,1.0,1.0,0.0,0.0,0.0,1.0,7.8,,,,,,,,,,,,,,,,,,
S001685,M00165,P0253,T015,90.0,,,2.0,,,,,,,,,,,2.0,3.0,3.0,23.0,68.0,8.0,3.0,2.0,0.0,3.0,0.0,5.7,,,,,,,,,,,,,,,,,,
S001686,M00165,P0257,T015,78.0,,,0.0,,,,,,,,,,,3.0,6.0,0.0,26.0,70.0,4.0,4.0,1.0,0.0,1.0,0.0,7.6,,,,,,,,,,,,,,,,,,
S001687,M00165,P0249,T015,52.0,,,2.0,,,,,,,,,,,3.0,4.0,3.0,29.0,79.0,1.0,3.0,0.0,0.0,1.0,0.0,7.4,,,,,,,,,,,,,,,,,,
S001688,M00165,P0120,T009,76.0,,,1.0,,,,,,,,,,,2.0,5.0,0.0,19.0,61.0,2.0,5.0,0.0,0.0,5.0,0.0,8.4,,,,,,,,,,,,,,,,,,
S001689,M00165,P0104,T009,50.0,,,1.0,,,,,,,,,,,3.0,2.0,2.0,27.0,64.0,6.0,2.0,2.0,0.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,
S001690,M00165,P0119,T009,89.0,,,0.0,,,,,,,,,,,0.0,6.0,2.0,35.0,86.0,2.0,3.0,1.0,0.0,0.0,0.0,8.5,,,,,,,,,,,,,,,,,,
S001691,M00165,P0123,T009,67.0,,,1.0,,,,,,,,,,,1.0,5.0,4.0,38.0,76.0,4.0,1.0,0.0,0.0,5.0,0.0,6.8,,,,,,,,,,,,,,,,,,
S001692,M00165,P0121,T009,75.0,,,1.0,,,,,,,,,,,2.0,5.0,4.0,22.0,72.0,0.0,4.0,1.0,0.0,3.0,0.0,5.6,,,,,,,,,,,,,,,,,,
S001693,M00165,P0114,T009,60.0,,,1.0,,,,,,,,,,,1.0,4.0,0.0,37.0,63.0,1.0,2.0,1.0,0.0,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,
S001694,M00165,P0105,T009,70.0,,,0.0,,,,,,,,,,,3.0,2.0,4.0,31.0,92.0,1.0,4.0,2.0,0.0,0.0,0.0,6.6,,,,,,,,,,,,,,,,,,
S001695,M00165,P0115,T009,51.0,,,1.0,,,,,,,,,,,3.0,4.0,3.0,52.0,68.0,0.0,4.0,0.0,0.0,4.0,2.0,5.2,,,,,,,,,,,,,,,,,,
S001696,M00165,P0124,T009,80.0,,,2.0,,,,,,,,,,,1.0,5.0,2.0,18.0,75.0,3.0,5.0,0.0,0.0,3.0,0.0,8.8,,,,,,,,,,,,,,,,,,
S001697,M00165,P0106,T009,62.0,,,1.0,,,,,,,,,,,1.0,4.0,2.0,42.0,70.0,1.0,2.0,2.0,0.0,5.0,0.0,9.1,,,,,,,,,,,,,,,,,,
S001698,M00165,P0112,T009,65.0,,,0.0,,,,,,,,,,,0.0,3.0,1.0,48.0,88.0,1.0,2.0,2.0,0.0,0.0,0.0,9.1,,,,,,,,,,,,,,,,,,
S001699,M00166,P0260,T015,74.0,,,2.0,,,,,,,,,,,1.0,3.0,1.0,34.0,68.0,5.0,4.0,0.0,0.0,4.0,0.0,6.1,,,,,,,,,,,,,,,,,,
S001700,M00166,P0256,T015,49.0,,,1.0,,,,,,,,,,,1.0,5.0,4.0,60.0,90.0,7.0,1.0,2.0,0.0,3.0,0.0,7.2,,,,,,,,,,,,,,,,,,
S001701,M00166,P0272,T015,61.0,,,0.0,,,,,,,,,,,2.0,5.0,2.0,22.0,81.0,4.0,4.0,1.0,0.0,1.0,0.0,7.7,,,,,,,,,,,,,,,,,,
S001702,M00166,P0275,T015,69.0,,,1.0,,,,,,,,,,,2.0,0.0,2.0,35.0,79.0,3.0,4.0,2.0,0.0,1.0,0.0,7.8,,,,,,,,,,,,,,,,,,
S001703,M00166,P0255,T015,81.0,,,0.0,,,,,,,,,,,0.0,2.0,4.0,51.0,61.0,4.0,1.0,1.0,0.0,3.0,0.0,9.3,,,,,,,,,,,,,,,,,,
S001704,M00166,P0268,T015,85.0,,,2.0,,,,,,,,,,,0.0,0.0,4.0,28.0,60.0,1.0,3.0,2.0,0.0,1.0,0.0,7.2,,,,,,,,,,,,,,,,,,
S001705,M00166,P0249,T015,53.0,,,0.0,,,,,,,,,,,2.0,3.0,3.0,54.0,68.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,
S001706,M00166,P0271,T015,83.0,,,0.0,,,,,,,,,,,1.0,4.0,0.0,55.0,77.0,0.0,0.0,2.0,0.0,3.0,0.0,6.1,,,,,,,,,,,,,,,,,,
S001707,M00166,P0251,T015,90.0,,,1.0,,,,,,,,,,,0.0,1.0,1.0,35.0,79.0,1.0,2.0,1.0,0.0,2.0,6.0,7.6,,,,,,,,,,,,,,,,,,
S001708,M00166,P0270,T015,45.0,,,2.0,,,,,,,,,,,0.0,0.0,4.0,27.0,68.0,3.0,1.0,1.0,0.0,5.0,0.0,6.2,,,,,,,,,,,,,,,,,,
S001709,M00166,P0263,T015,64.0,,,0.0,,,,,,,,,,,1.0,4.0,4.0,50.0,75.0,5.0,4.0,1.0,0.0,5.0,0.0,7.2,,,,,,,,,,,,,,,,,,
S001710,M00166,P0210,T013,64.0,,,2.0,,,,,,,,,,,3.0,6.0,1.0,35.0,80.0,0.0,0.0,2.0,0.0,4.0,0.0,7.5,,,,,,,,,,,,,,,,,,
S001711,M00166,P0197,T013,81.0,,,2.0,,,,,,,,,,,0.0,5.0,0.0,37.0,79.0,7.0,3.0,0.0,0.0,5.0,0.0,6.4,,,,,,,,,,,,,,,,,,
S001712,M00166,P0206,T013,54.0,,,2.0,,,,,,,,,,,3.0,3.0,1.0,57.0,80.0,5.0,2.0,2.0,0.0,5.0,0.0,9.1,,,,,,,,,,,,,,,,,,
S001713,M00166,P0202,T013,56.0,,,0.0,,,,,,,,,,,1.0,3.0,4.0,41.0,69.0,0.0,5.0,1.0,0.0,2.0,0.0,8.7,,,,,,,,,,,,,,,,,,
S001714,M00166,P0214,T013,62.0,,,2.0,,,,,,,,,,,1.0,1.0,2.0,24.0,85.0,0.0,2.0,1.0,0.0,5.0,0.0,8.5,,,,,,,,,,,,,,,,,,
S001715,M00166,P0195,T013,82.0,,,2.0,,,,,,,,,,,1.0,2.0,1.0,42.0,90.0,8.0,5.0,0.0,0.0,1.0,0.0,6.1,,,,,,,,,,,,,,,,,,
S001716,M00166,P0200,T013,77.0,,,0.0,,,,,,,,,,,0.0,1.0,0.0,40.0,74.0,4.0,2.0,0.0,0.0,5.0,0.0,5.9,,,,,,,,,,,,,,,,,,
S001717,M00166,P0213,T013,56.0,,,1.0,,,,,,,,,,,1.0,2.0,0.0,21.0,69.0,4.0,3.0,1.0,0.0,4.0,0.0,7.4,,,,,,,,,,,,,,,,,,
S001718,M00166,P0208,T013,57.0,,,0.0,,,,,,,,,,,3.0,0.0,1.0,24.0,82.0,0.0,2.0,0.0,0.0,1.0,3.0,8.7,,,,,,,,,,,,,,,,,,
S001719,M00166,P0212,T013,65.0,,,0.0,,,,,,,,,,,0.0,3.0,0.0,33.0,82.0,5.0,4.0,1.0,0.0,4.0,0.0,9.3,,,,,,,,,,,,,,,,,,
S001720,M00166,P0217,T013,62.0,,,1.0,,,,,,,,,,,0.0,1.0,1.0,51.0,79.0,5.0,3.0,1.0,0.0,4.0,2.0,6.7,,,,,,,,,,,,,,,,,,
S001721,M00168,P0231,T014,60.0,,,0.0,,,,,,,,,,,2.0,2.0,1.0,56.0,79.0,4.0,0.0,2.0,0.0,3.0,0.0,5.5,,,,,,,,,,,,,,,,,,
S001722,M00168,P0222,T014,89.0,,,1.0,,,,,,,,,,,3.0,2.0,3.0,17.0,85.0,6.0,1.0,0.0,0.0,5.0,0.0,7.9,,,,,,,,,,,,,,,,,,
S001723,M00168,P0224,T014,62.0,,,0.0,,,,,,,,,,,3.0,0.0,3.0,17.0,86.0,2.0,0.0,2.0,0.0,4.0,0.0,8.0,,,,,,,,,,,,,,,,,,
S001724,M00168,P0230,T014,90.0,,,0.0,,,,,,,,,,,3.0,2.0,1.0,10.0,60.0,7.0,3.0,0.0,0.0,2.0,0.0,5.7,,,,,,,,,,,,,,,,,,
S001725,M00168,P0227,T014,65.0,,,2.0,,,,,,,,,,,3.0,6.0,2.0,52.0,86.0,7.0,3.0,0.0,0.0,5.0,0.0,6.0,,,,,,,,,,,,,,,,,,
S001726,M00168,P0236,T014,72.0,,,2.0,,,,,,,,,,,0.0,0.0,4.0,12.0,66.0,0.0,0.0,1.0,0.0,3.0,1.0,8.8,,,,,,,,,,,,,,,,,,
S001727,M00168,P0221,T014,58.0,,,1.0,,,,,,,,,,,1.0,6.0,4.0,43.0,92.0,8.0,0.0,2.0,0.0,0.0,0.0,6.3,,,,,,,,,,,,,,,,,,
S001728,M00168,P0235,T014,70.0,,,1.0,,,,,,,,,,,0.0,1.0,4.0,43.0,67.0,6.0,4.0,1.0,0.0,5.0,0.0,6.6,,,,,,,,,,,,,,,,,,
S001729,M00168,P0240,T014,78.0,,,1.0,,,,,,,,,,,2.0,4.0,0.0,32.0,62.0,6.0,2.0,1.0,0.0,4.0,0.0,8.4,,,,,,,,,,,,,,,,,,
S001730,M00168,P0244,T014,69.0,,,0.0,,,,,,,,,,,3.0,4.0,0.0,10.0,90.0,2.0,5.0,1.0,0.0,0.0,8.0,5.5,,,,,,,,,,,,,,,,,,
S001731,M00168,P0237,T014,87.0,,,1.0,,,,,,,,,,,2.0,1.0,1.0,39.0,73.0,5.0,3.0,1.0,0.0,4.0,3.0,8.3,,,,,,,,,,,,,,,,,,
S001732,M00168,P0217,T013,61.0,,,1.0,,,,,,,,,,,2.0,4.0,4.0,23.0,86.0,7.0,0.0,1.0,0.0,2.0,0.0,9.2,,,,,,,,,,,,,,,,,,
S001733,M00168,P0195,T013,69.0,,,1.0,,,,,,,,,,,3.0,2.0,0.0,45.0,81.0,7.0,0.0,0.0,0.0,2.0,0.0,6.9,,,,,,,,,,,,,,,,,,
S001734,M00168,P0212,T013,67.0,,,1.0,,,,,,,,,,,2.0,1.0,2.0,25.0,65.0,8.0,0.0,2.0,0.0,1.0,0.0,7.6,,,,,,,,,,,,,,,,,,
S001735,M00168,P0202,T013,54.0,,,2.0,,,,,,,,,,,0.0,0.0,1.0,32.0,93.0,5.0,3.0,1.0,0.0,1.0,0.0,6.1,,,,,,,,,,,,,,,,,,
S001736,M00168,P0196,T013,75.0,,,1.0,,,,,,,,,,,3.0,6.0,1.0,11.0,72.0,1.0,3.0,1.0,0.0,3.0,0.0,5.5,,,,,,,,,,,,,,,,,,
S001737,M00168,P0207,T013,55.0,,,0.0,,,,,,,,,,,3.0,2.0,2.0,45.0,90.0,2.0,0.0,0.0,0.0,5.0,0.0,5.3,,,,,,,,,,,,,,,,,,
S001738,M00168,P0209,T013,68.0,,,1.0,,,,,,,,,,,2.0,2.0,0.0,52.0,63.0,5.0,2.0,2.0,1.0,4.0,0.0,8.0,,,,,,,,,,,,,,,,,,
S001739,M00168,P0211,T013,82.0,,,2.0,,,,,,,,,,,1.0,6.0,3.0,35.0,89.0,3.0,4.0,2.0,0.0,2.0,0.0,6.7,,,,,,,,,,,,,,,,,,
S001740,M00168,P0206,T013,70.0,,,0.0,,,,,,,,,,,1.0,1.0,2.0,25.0,93.0,3.0,5.0,0.0,0.0,4.0,0.0,5.4,,,,,,,,,,,,,,,,,,
S001741,M00168,P0198,T013,59.0,,,0.0,,,,,,,,,,,2.0,4.0,2.0,49.0,74.0,0.0,3.0,2.0,0.0,2.0,0.0,5.5,,,,,,,,,,,,,,,,,,
S001742,M00168,P0205,T013,81.0,,,1.0,,,,,,,,,,,3.0,2.0,3.0,58.0,84.0,2.0,4.0,2.0,0.0,1.0,0.0,6.6,,,,,,,,,,,,,,,,,,
S001743,M00169,P0236,T014,45.0,,,0.0,,,,,,,,,,,1.0,1.0,0.0,18.0,74.0,4.0,0.0,1.0,0.0,3.0,7.0,8.8,,,,,,,,,,,,,,,,,,
S001744,M00169,P0239,T014,51.0,,,1.0,,,,,,,,,,,1.0,0.0,2.0,43.0,62.0,4.0,0.0,2.0,0.0,1.0,8.0,9.0,,,,,,,,,,,,,,,,,,
S001745,M00169,P0232,T014,45.0,,,0.0,,,,,,,,,,,2.0,3.0,3.0,37.0,62.0,8.0,0.0,0.0,0.0,1.0,0.0,7.2,,,,,,,,,,,,,,,,,,
S001746,M00169,P0225,T014,80.0,,,1.0,,,,,,,,,,,2.0,3.0,4.0,12.0,95.0,6.0,1.0,1.0,0.0,1.0,0.0,7.1,,,,,,,,,,,,,,,,,,
S001747,M00169,P0224,T014,84.0,,,2.0,,,,,,,,,,,2.0,6.0,2.0,29.0,79.0,2.0,0.0,0.0,0.0,2.0,0.0,8.1,,,,,,,,,,,,,,,,,,
S001748,M00169,P0230,T014,54.0,,,2.0,,,,,,,,,,,2.0,4.0,3.0,22.0,64.0,3.0,3.0,0.0,0.0,2.0,0.0,6.7,,,,,,,,,,,,,,,,,,
S001749,M00169,P0241,T014,59.0,,,0.0,,,,,,,,,,,0.0,4.0,0.0,54.0,69.0,6.0,5.0,1.0,0.0,0.0,4.0,8.5,,,,,,,,,,,,,,,,,,
S001750,M00169,P0234,T014,83.0,,,2.0,,,,,,,,,,,1.0,4.0,3.0,10.0,84.0,1.0,0.0,1.0,0.0,0.0,0.0,8.9,,,,,,,,,,,,,,,,,,
S001751,M00169,P0240,T014,81.0,,,0.0,,,,,,,,,,,0.0,6.0,4.0,49.0,68.0,5.0,3.0,2.0,0.0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,
S001752,M00169,P0243,T014,76.0,,,2.0,,,,,,,,,,,3.0,4.0,1.0,28.0,64.0,0.0,1.0,1.0,0.0,0.0,0.0,5.9,,,,,,,,,,,,,,,,,,
S001753,M00169,P0221,T014,49.0,,,0.0,,,,,,,,,,,0.0,6.0,4.0,50.0,66.0,4.0,0.0,1.0,0.0,5.0,0.0,8.2,,,,,,,,,,,,,,,,,,
S001754,M00169,P0130,T010,71.0,,,2.0,,,,,,,,,,,0.0,5.0,2.0,60.0,63.0,6.0,3.0,0.0,0.0,4.0,0.0,7.1,,,,,,,,,,,,,,,,,,
S001755,M00169,P0135,T010,58.0,,,0.0,,,,,,,,,,,0.0,1.0,0.0,26.0,82.0,6.0,2.0,1.0,0.0,1.0,0.0,7.1,,,,,,,,,,,,,,,,,,
S001756,M00169,P0128,T010,87.0,,,2.0,,,,,,,,,,,3.0,2.0,0.0,39.0,77.0,0.0,1.0,0.0,0.0,3.0,4.0,6.2,,,,,,,,,,,,,,,,,,
S001757,M00169,P0139,T010,85.0,,,0.0,,,,,,,,,,,3.0,4.0,1.0,25.0,66.0,3.0,3.0,2.0,0.0,4.0,0.0,6.3,,,,,,,,,,,,,,,,,,
S001758,M00169,P0125,T010,56.0,,,1.0,,,,,,,,,,,3.0,0.0,0.0,34.0,61.0,3.0,1.0,1.0,0.0,3.0,5.0,6.1,,,,,,,,,,,,,,,,,,
S001759,M00169,P0129,T010,49.0,,,1.0,,,,,,,,,,,0.0,3.0,3.0,25.0,65.0,0.0,0.0,0.0,1.0,4.0,0.0,6.8,,,,,,,,,,,,,,,,,,
S001760,M00169,P0141,T010,66.0,,,1.0,,,,,,,,,,,2.0,6.0,0.0,20.0,80.0,3.0,3.0,0.0,0.0,2.0,0.0,5.3,,,,,,,,,,,,,,,,,,
S001761,M00169,P0132,T010,73.0,,,2.0,,,,,,,,,,,2.0,3.0,3.0,48.0,79.0,8.0,3.0,2.0,0.0,4.0,0.0,7.7,,,,,,,,,,,,,,,,,,
S001762,M00169,P0140,T010,77.0,,,2.0,,,,,,,,,,,2.0,0.0,3.0,10.0,75.0,6.0,0.0,0.0,1.0,3.0,0.0,8.6,,,,,,,,,,,,,,,,,,
S001763,M00169,P0133,T010,45.0,,,1.0,,,,,,,,,,,0.0,3.0,1.0,51.0,90.0,5.0,4.0,1.0,0.0,1.0,0.0,8.7,,,,,,,,,,,,,,,,,,
S001764,M00169,P0144,T010,47.0,,,2.0,,,,,,,,,,,3.0,0.0,0.0,14.0,88.0,1.0,4.0,2.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,,,
S001765,M00171,P0153,T011,66.0,,,1.0,,,,,,,,,,,3.0,2.0,1.0,24.0,74.0,8.0,2.0,2.0,0.0,3.0,0.0,9.4,,,,,,,,,,,,,,,,,,
S001766,M00171,P0164,T011,66.0,,,0.0,,,,,,,,,,,2.0,1.0,4.0,16.0,90.0,0.0,1.0,2.0,0.0,1.0,0.0,9.1,,,,,,,,,,,,,,,,,,
S001767,M00171,P0145,T011,48.0,,,2.0,,,,,,,,,,,2.0,5.0,4.0,47.0,71.0,6.0,5.0,1.0,0.0,1.0,0.0,8.2,,,,,,,,,,,,,,,,,,
S001768,M00171,P0150,T011,90.0,,,2.0,,,,,,,,,,,0.0,4.0,3.0,51.0,89.0,3.0,0.0,1.0,0.0,4.0,0.0,8.9,,,,,,,,,,,,,,,,,,
S001769,M00171,P0147,T011,72.0,,,1.0,,,,,,,,,,,1.0,4.0,3.0,55.0,69.0,3.0,5.0,2.0,0.0,4.0,6.0,8.9,,,,,,,,,,,,,,,,,,
S001770,M00171,P0166,T011,87.0,,,2.0,,,,,,,,,,,1.0,1.0,3.0,52.0,84.0,8.0,3.0,2.0,0.0,5.0,0.0,5.4,,,,,,,,,,,,,,,,,,
S001771,M00171,P0154,T011,60.0,,,2.0,,,,,,,,,,,2.0,1.0,0.0,58.0,90.0,6.0,3.0,0.0,0.0,2.0,0.0,6.6,,,,,,,,,,,,,,,,,,
S001772,M00171,P0149,T011,86.0,,,1.0,,,,,,,,,,,0.0,6.0,1.0,30.0,89.0,2.0,0.0,2.0,0.0,1.0,0.0,6.5,,,,,,,,,,,,,,,,,,
S001773,M00171,P0146,T011,70.0,,,1.0,,,,,,,,,,,1.0,6.0,2.0,35.0,79.0,6.0,1.0,2.0,0.0,4.0,7.0,5.1,,,,,,,,,,,,,,,,,,
S001774,M00171,P0157,T011,63.0,,,1.0,,,,,,,,,,,2.0,3.0,0.0,24.0,75.0,4.0,5.0,0.0,0.0,0.0,0.0,8.3,,,,,,,,,,,,,,,,,,
S001775,M00171,P0163,T011,70.0,,,2.0,,,,,,,,,,,3.0,4.0,1.0,33.0,80.0,2.0,4.0,2.0,0.0,0.0,0.0,7.8,,,,,,,,,,,,,,,,,,
S001776,M00171,P0281,T016,50.0,,,1.0,,,,,,,,,,,2.0,0.0,3.0,14.0,89.0,3.0,4.0,1.0,0.0,5.0,8.0,5.4,,,,,,,,,,,,,,,,,,
S001777,M00171,P0288,T016,50.0,,,0.0,,,,,,,,,,,1.0,0.0,4.0,42.0,68.0,3.0,4.0,1.0,0.0,3.0,0.0,8.4,,,,,,,,,,,,,,,,,,
S001778,M00171,P0277,T016,88.0,,,1.0,,,,,,,,,,,3.0,1.0,1.0,53.0,73.0,1.0,0.0,1.0,0.0,4.0,0.0,5.6,,,,,,,,,,,,,,,,,,
S001779,M00171,P0276,T016,88.0,,,2.0,,,,,,,,,,,3.0,1.0,3.0,33.0,80.0,6.0,0.0,2.0,0.0,0.0,0.0,8.5,,,,,,,,,,,,,,,,,,
S001780,M00171,P0293,T016,78.0,,,0.0,,,,,,,,,,,1.0,0.0,3.0,23.0,65.0,8.0,5.0,1.0,0.0,0.0,0.0,7.2,,,,,,,,,,,,,,,,,,
S001781,M00171,P0286,T016,49.0,,,0.0,,,,,,,,,,,1.0,1.0,1.0,36.0,76.0,1.0,5.0,2.0,0.0,1.0,0.0,6.9,,,,,,,,,,,,,,,,,,
S001782,M00171,P0291,T016,57.0,,,2.0,,,,,,,,,,,2.0,4.0,4.0,14.0,86.0,7.0,3.0,1.0,0.0,1.0,0.0,5.7,,,,,,,,,,,,,,,,,,
S001783,M00171,P0294,T016,81.0,,,2.0,,,,,,,,,,,0.0,4.0,1.0,52.0,71.0,5.0,1.0,2.0,0.0,5.0,0.0,8.6,,,,,,,,,,,,,,,,,,
S001784,M00171,P0289,T016,74.0,,,0.0,,,,,,,,,,,0.0,3.0,4.0,25.0,89.0,4.0,4.0,2.0,0.0,1.0,2.0,6.4,,,,,,,,,,,,,,,,,,
S001785,M00171,P0290,T016,84.0,,,1.0,,,,,,,,,,,3.0,2.0,2.0,53.0,93.0,4.0,1.0,2.0,0.0,5.0,0.0,8.3,,,,,,,,,,,,,,,,,,
S001786,M00171,P0292,T016,72.0,,,0.0,,,,,,,,,,,0.0,0.0,2.0,60.0,74.0,3.0,0.0,1.0,0.0,4.0,8.0,5.1,,,,,,,,,,,,,,,,,,
S001787,M00172,P0212,T013,75.0,,,2.0,,,,,,,,,,,3.0,0.0,1.0,32.0,66.0,2.0,0.0,2.0,0.0,3.0,0.0,9.3,,,,,,,,,,,,,,,,,,
S001788,M00172,P0210,T013,74.0,,,0.0,,,,,,,,,,,1.0,3.0,1.0,56.0,85.0,6.0,5.0,0.0,0.0,1.0,0.0,6.5,,,,,,,,,,,,,,,,,,
S001789,M00172,P0218,T013,64.0,,,2.0,,,,,,,,,,,0.0,6.0,0.0,21.0,80.0,5.0,5.0,2.0,0.0,3.0,0.0,7.1,,,,,,,,,,,,,,,,,,
S001790,M00172,P0197,T013,59.0,,,2.0,,,,,,,,,,,3.0,1.0,4.0,32.0,91.0,5.0,2.0,0.0,0.0,5.0,0.0,8.7,,,,,,,,,,,,,,,,,,
S001791,M00172,P0205,T013,61.0,,,1.0,,,,,,,,,,,3.0,5.0,0.0,14.0,64.0,7.0,5.0,0.0,1.0,3.0,0.0,5.1,,,,,,,,,,,,,,,,,,
S001792,M00172,P0215,T013,90.0,,,0.0,,,,,,,,,,,3.0,2.0,3.0,51.0,89.0,6.0,0.0,0.0,0.0,4.0,0.0,6.3,,,,,,,,,,,,,,,,,,
S001793,M00172,P0206,T013,55.0,,,0.0,,,,,,,,,,,1.0,0.0,0.0,44.0,62.0,5.0,3.0,0.0,0.0,4.0,0.0,8.1,,,,,,,,,,,,,,,,,,
S001794,M00172,P0196,T013,81.0,,,2.0,,,,,,,,,,,1.0,2.0,4.0,18.0,92.0,7.0,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,
S001795,M00172,P0207,T013,88.0,,,0.0,,,,,,,,,,,1.0,1.0,3.0,24.0,87.0,5.0,2.0,2.0,0.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,
S001796,M00172,P0200,T013,53.0,,,0.0,,,,,,,,,,,0.0,4.0,3.0,11.0,95.0,4.0,1.0,2.0,0.0,5.0,0.0,5.3,,,,,,,,,,,,,,,,,,
S001797,M00172,P0211,T013,88.0,,,1.0,,,,,,,,,,,1.0,4.0,3.0,58.0,73.0,6.0,2.0,0.0,0.0,5.0,0.0,8.3,,,,,,,,,,,,,,,,,,
S001798,M00172,P0136,T010,64.0,,,2.0,,,,,,,,,,,2.0,1.0,1.0,37.0,71.0,3.0,5.0,0.0,0.0,3.0,0.0,5.0,,,,,,,,,,,,,,,,,,
S001799,M00172,P0135,T010,73.0,,,0.0,,,,,,,,,,,1.0,1.0,2.0,12.0,69.0,8.0,1.0,0.0,0.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,
